Symbol,Name,Industry,Market Cap,Sector,Country
MCAC,Full company name not available,Blank Check / SPAC,135817500.0,,
MCAE,Mountain Crest Acquisition Corp. III,Blank Check / SPAC,69241595.0,Financial Services,United States
MCAF,Mountain Crest Acquisition Corp. IV,Blank Check / SPAC,74819240.0,Financial Services,United States
MCAG,Mountain Crest Acquisition Corp. V,Blank Check / SPAC,88905115.0,Financial Services,United States
MCB,Metropolitan Bank Holding Corp.,Banks,846596832.0,Financial Services,United States
MCBC,Macatawa Bank Corporation,Banks,316506941.0,Financial Services,United States
MCBS,"MetroCity Bankshares, Inc.",Banks,518726124.0,Financial Services,United States
MCD,McDonald's Corporation,"Hotels, Restaurants & Leisure",183000000000.0,Consumer Cyclical,United States
MCFT,"MasterCraft Boat Holdings, Inc.",Leisure Products,424580026.0,Consumer Cyclical,United States
MCG,Membership Collective Group Inc.,Lodging,1731108348.0,Consumer Cyclical,United States
MCHP,Microchip Technology Incorporated,Semiconductors & Semiconductor Equipment,38848339919.0,Technology,United States
MCHX,"Marchex, Inc.",Media,82511718.0,Communication Services,United States
MCK,McKesson Corporation,Health Care Providers & Services,48903691954.0,Healthcare,United States
MCLD,mCloud Technologies Corp.,Software-Application,44569662.0,Technology,Canada
MCO,Moody's Corporation,Capital Markets,55246680000.0,Financial Services,United States
MCRB,"Seres Therapeutics, Inc.",Biotechnology,276691200.0,Healthcare,United States
MCRI,"Monarch Casino & Resort, Inc.","Hotels, Restaurants & Leisure",1234620356.0,Consumer Cyclical,United States
MCS,The Marcus Corporation,Entertainment,458015830.0,Communication Services,United States
MCW,"Mister Car Wash, Inc.",Personal Services,3557741557.0,Consumer Cyclical,United States
MCY,Mercury General Corporation,Insurance,2707092981.0,Financial Services,United States
MD,"MEDNAX, Inc.",Health Care Providers & Services,1682401912.0,Healthcare,United States
MDB,"MongoDB, Inc.",IT Services,15862321131.0,Technology,United States
MDC,"M.D.C. Holdings, Inc.",Household Durables,2668582387.0,Consumer Cyclical,United States
MDGL,"Madrigal Pharmaceuticals, Inc.",Biotechnology,1170043594.0,Healthcare,United States
MDGS,Medigus Ltd.,Health Care Equipment & Supplies,20691288.0,Healthcare,Israel
MDH,MDH Acquisition Corp.,Blank Check / SPAC,338445019.0,Financial Services,United States
MDIA,MediaCo Holding Inc.,Broadcasting,27221976.0,Communication Services,United States
MDJH,MDJM Ltd,Real Estate Management & Development,17162544.0,Real Estate,China
MDLZ,"Mondelez International, Inc.",Food Products,86495002562.0,Consumer Defensive,United States
MDNA,Medicenna Therapeutics Corp.,Biotechnology,53525059.0,Healthcare,Canada
MDRR,"Medalist Diversified REIT, Inc.",Equity Real Estate Investment Trusts ...,16628943.0,Real Estate,United States
MDRX,"Allscripts Healthcare Solutions, Inc.",Health Care Technology,1970019583.0,Healthcare,United States
MDT,Medtronic plc,Health Care Equipment & Supplies,133000000000.0,Healthcare,Ireland
MDU,"MDU Resources Group, Inc.",Multi-Utilities,5520979948.0,Industrials,United States
MDV,Modiv Inc.,REIT-Diversified,130855725.0,Real Estate,United States
MDVL,"MedAvail Holdings, Inc.",Pharmaceutical Retailers,111478480.0,Healthcare,Canada
MDWD,MediWound Ltd.,Pharmaceuticals,58990268.0,Healthcare,Israel
MDWT,Midwest Holding Inc.,Insurance-Life,40926282.0,Financial Services,United States
MDXG,"MiMedx Group, Inc.",Biotechnology,408070782.0,Healthcare,United States
MDXH,MDxHealth SA,Diagnostics & Research,112921548.0,Healthcare,Belgium
ME,23andMe Holding Co.,Diagnostics & Research,1292202879.0,Healthcare,United States
MEAC,Mercury Ecommerce Acquisition Corp.,Blank Check / SPAC,222361734.0,Financial Services,United States
MEC,"Mayville Engineering Company, Inc.",Metals & Mining,185820935.0,Industrials,United States
MED,"Medifast, Inc.",Personal Products,1928889993.0,Consumer Cyclical,United States
MEDP,"Medpace Holdings, Inc.",Life Sciences Tools & Services,4560527798.0,Healthcare,United States
MEDS,"TRxADE HEALTH, Inc.",Pharmaceutical Retailers,13825955.0,Healthcare,United States
MEG,"Montrose Environmental Group, Inc.",Media,1171715036.0,Industrials,United States
MEI,"Methode Electronics, Inc.","Electronic Equipment, Instruments & C...",1631211262.0,Technology,United States
MEIP,"MEI Pharma, Inc.",Biotechnology,56736063.0,Healthcare,United States
MEKA,MELI Kaszek Pioneer Corp,Blank Check / SPAC,303195000.0,Financial Services,United States
MELI,"MercadoLibre, Inc.",Internet & Direct Marketing Retail,39468137969.0,Consumer Cyclical,Uruguay
MEOA,Minority Equality Opportunities Acquisition Inc.,Blank Check / SPAC,160504519.0,Financial Services,United States
MEOH,Methanex Corporation,Chemicals,3553104379.0,Basic Materials,Canada
MERC,Mercer International Inc.,Paper & Forest Products,974793020.0,Basic Materials,Canada
MESA,"Mesa Air Group, Inc.",Airlines,106227198.0,Industrials,United States
MESO,Mesoblast Limited,Biotechnology,459245950.0,Healthcare,Australia
MET,"MetLife, Inc.",Insurance,54411616203.0,Financial Services,United States
METC,"Ramaco Resources, Inc.",Metals & Mining,666314685.0,Basic Materials,United States
METX,Meten Holding Group Ltd.,Education & Training Services,15351390.0,Consumer Defensive,China
MF,Missfresh Limited,Grocery Stores,39296771.0,Consumer Defensive,China
MFA,"MFA Financial, Inc.",Mortgage Real Estate Investment Trust...,1367774330.0,Real Estate,United States
MFC,Manulife Financial Corporation,Insurance,34813845497.0,Financial Services,Canada
MFG,"Mizuho Financial Group, Inc.",Banks,30692640768.0,Financial Services,Japan
MFGP,Micro Focus International plc,Software,1609147771.0,Technology,United Kingdom
MFH,Mercurity Fintech Holding Inc.,Software,17002839.0,Financial Services,China
MFIN,Medallion Financial Corp.,Consumer Finance,194360284.0,Financial Services,United States
MG,"Mistras Group, Inc.",Professional Services,172870751.0,Industrials,United States
MGA,Magna International Inc.,Auto Components,18495373281.0,Consumer Cyclical,Canada
MGEE,"MGE Energy, Inc.",Electric Utilities,2920194550.0,Utilities,United States
MGI,"MoneyGram International, Inc.",IT Services,962783040.0,Financial Services,United States
MGIC,Magic Software Enterprises Ltd.,Software,842437561.0,Technology,Israel
MGLD,"The Marygold Companies, Inc.",Asset Management,53431444.0,Financial Services,United States
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",14690272235.0,Consumer Cyclical,United States
MGNI,"Magnite, Inc.",Internet & Direct Marketing Retail,1399565046.0,Communication Services,United States
MGNX,"MacroGenics, Inc.",Biotechnology,210373901.0,Healthcare,United States
MGPI,"MGP Ingredients, Inc.",Beverages,2133492328.0,Consumer Defensive,United States
MGRC,McGrath RentCorp,Commercial Services & Supplies,1991940546.0,Industrials,United States
MGTA,"Magenta Therapeutics, Inc.",Biotechnology,62915147.0,Healthcare,United States
MGTX,MeiraGTx Holdings plc,Biotechnology,343825275.0,Healthcare,United States
MGY,Magnolia Oil & Gas Corporation,"Oil, Gas & Consumable Fuels",7162618350.0,Energy,United States
MGYR,"Magyar Bancorp, Inc.",Thrifts & Mortgage Finance,82263722.0,Financial Services,United States
MHH,"Mastech Digital, Inc.",Professional Services,199043970.0,Industrials,United States
MHK,"Mohawk Industries, Inc.",Household Durables,8857392081.0,Consumer Cyclical,United States
MHLD,"Maiden Holdings, Ltd.",Insurance,198494063.0,Financial Services,Bermuda
MHO,"M/I Homes, Inc.",Household Durables,1304962390.0,Consumer Cyclical,United States
MHUA,"Meihua International Medical Technologies Co., Ltd.",Medical Instruments & Supplies,150804000.0,Healthcare,China
MIC,"Macquarie Infrastructure Holdings, LLC",Transportation Infrastructure,339924220.0,Industrials,United States
MICS,"The Singing Machine Company, Inc.",Household Durables,3541509.0,Technology,United States
MICT,"MICT, Inc.",Aerospace & Defense,80445519.0,Technology,United States
MIDD,The Middleby Corporation,Machinery,7885432769.0,Industrials,United States
MIGI,"Mawson Infrastructure Group, Inc.",Capital Markets,152221230.0,Financial Services,Australia
MILE,"Metromile, Inc.",Insurance-Property & Casualty,133028400.0,Financial Services,United States
MIMO,Airspan Networks Holdings Inc.,Telecom Services,224964960.0,Communication Services,United States
MIND,"MIND Technology, Inc.",Energy Equipment & Services,12396690.0,Technology,United States
MINM,"Minim, Inc.",Communication Equipment,22917015.0,Technology,United States
MIR,"Mirion Technologies, Inc.",Specialty Industrial Machinery,1627686142.0,Industrials,United States
MIRM,"Mirum Pharmaceuticals, Inc.",Biotechnology,782514107.0,Healthcare,United States
MIRO,Miromatrix Medical Inc.,Biotechnology,77536078.0,Healthcare,United States
MIST,Milestone Pharmaceuticals Inc.,Pharmaceuticals,165476413.0,Healthcare,Canada
MIT,"Mason Industrial Technology, Inc.",Blank Check / SPAC,610625019.0,Financial Services,United States
MITA,Coliseum Acquisition Corp.,Blank Check / SPAC,186000000.0,Financial Services,United States
MITC,MeaTech 3D Ltd.,Packaged Foods,49095580.0,Consumer Defensive,Israel
MITK,"Mitek Systems, Inc.",Software,388478844.0,Technology,United States
MITO,Stealth BioTherapeutics Corp,Biotechnology,12719763.0,Healthcare,Cayman Islands
MITQ,"Moving iMage Technologies, Inc.",Photographic and Photocopying Equipme...,12344375.0,Technology,United States
MITT,"AG Mortgage Investment Trust, Inc.",Mortgage Real Estate Investment Trust...,193066671.0,Real Estate,United States
MIXT,MiX Telematics Limited,Software,222116762.0,Technology,United States
MKC,"McCormick & Company, Incorporated",Food Products,24621187031.0,Consumer Defensive,United States
MKD,Molecular Data Inc.,Chemicals,11531291.0,Basic Materials,China
MKFG,Markforged Holding Corporation,Computer Hardware,494255934.0,Technology,United States
MKL,Markel Corporation,Insurance,18683946675.0,Financial Services,United States
MKSI,"MKS Instruments, Inc.",Semiconductors & Semiconductor Equipment,6646845428.0,Technology,United States
MKTW,"MarketWise, Inc.",Software-Application,80217015.0,Technology,United States
MKTX,MarketAxess Holdings Inc.,Capital Markets,10647773040.0,Financial Services,United States
ML,MoneyLion Inc.,Software-Application,362925630.0,Technology,United States
MLAB,"Mesa Laboratories, Inc.",Health Care Equipment & Supplies,1109678655.0,Technology,United States
MLAC,Malacca Straits Acquisition Company Limited,Blank Check / SPAC,182023944.0,Financial Services,Hong Kong
MLAI,McLaren Technology Acquisition Corp.,Blank Check / SPAC,251058876.0,Financial Services,United States
MLCO,Melco Resorts & Entertainment Limited,"Hotels, Restaurants & Leisure",2447176957.0,Consumer Cyclical,Hong Kong
MLI,"Mueller Industries, Inc.",Machinery,3063077885.0,Industrials,United States
MLKN,"MillerKnoll, Inc.","Furnishings, Fixtures & Appliances",2243466998.0,Consumer Cyclical,United States
MLM,"Martin Marietta Materials, Inc.",Construction Materials,20833193938.0,Basic Materials,United States
MLNK,"MeridianLink, Inc.",Software-Application,1429439485.0,Technology,United States
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate Management & Development,206296793.0,Real Estate,United States
MLR,"Miller Industries, Inc.",Machinery,285988309.0,Consumer Cyclical,United States
MLSS,Milestone Scientific Inc.,Health Care Equipment & Supplies,65701855.0,Healthcare,United States
MLTX,MoonLake Immunotherapeutics,Shell Companies,189059072.0,Healthcare,Switzerland
MLVF,"Malvern Bancorp, Inc.",Banks,121696739.0,Financial Services,United States
MMAT,Meta Materials Inc.,Electronic Components,492380895.0,Technology,Canada
MMC,"Marsh & McLennan Companies, Inc.",Insurance,78845665233.0,Financial Services,United States
MMI,"Marcus & Millichap, Inc.",Real Estate Management & Development,1610025341.0,Real Estate,United States
MMLP,Martin Midstream Partners L.P.,"Oil, Gas & Consumable Fuels",157734239.0,Energy,United States
MMM,3M Company,Industrial Conglomerates,83674431389.0,Industrials,United States
MMMB,"MamaMancini's Holdings, Inc.",Food Products,42187124.0,Consumer Defensive,United States
MMP,"Magellan Midstream Partners, L.P.","Oil, Gas & Consumable Fuels",10652095443.0,Energy,United States
MMS,"Maximus, Inc.",IT Services,3951913422.0,Industrials,United States
MMSI,"Merit Medical Systems, Inc.",Health Care Equipment & Supplies,3445607655.0,Healthcare,United States
MMX,Maverix Metals Inc.,Metals & Mining,646857724.0,Basic Materials,Canada
MMYT,MakeMyTrip Limited,Internet & Direct Marketing Retail,2994316527.0,Consumer Cyclical,India
MN,"Manning & Napier, Inc.",Capital Markets,241157423.0,Financial Services,United States
MNDO,MIND C.T.I. Ltd,Software,49456578.0,Technology,Israel
MNDT,"Mandiant, Inc.",Software,5161687040.0,Technology,United States
MNDY,monday.com Ltd.,Software-Application,4532452296.0,Technology,Israel
MNKD,MannKind Corporation,Biotechnology,1154222077.0,Healthcare,United States
MNMD,Mind Medicine (MindMed) Inc.,Biotechnology,344378687.0,Healthcare,Canada
MNOV,"MediciNova, Inc.",Biotechnology,121144111.0,Healthcare,United States
MNPR,Monopar Therapeutics Inc.,Biotechnology,27828423.0,Healthcare,United States
MNRL,"Brigham Minerals, Inc.","Oil, Gas & Consumable Fuels",1891366121.0,Energy,United States
MNRO,"Monro, Inc.",Specialty Retail,1567135203.0,Consumer Cyclical,United States
MNSB,"MainStreet Bancshares, Inc.",Banks,190416718.0,Financial Services,United States
MNSO,MINISO Group Holding Limited,Specialty Retail,1697411707.0,Consumer Cyclical,China
MNST,Monster Beverage Corporation,Beverages,46997708717.0,Consumer Defensive,United States
MNTK,"Montauk Renewables, Inc.",Utilities-Diversified,1780689525.0,Utilities,United States
MNTN,Everest Consolidator Acquisition Corporation,Blank Check / SPAC,216056250.0,Financial Services,United States
MNTS,Momentus Inc.,Aerospace & Defense,235475438.0,Industrials,United States
MNTV,Momentive Global Inc.,Software,1788381440.0,Technology,United States
MNTX,"Manitex International, Inc.",Machinery,139193196.0,Industrials,United States
MO,"Altria Group, Inc.",Tobacco,98675523542.0,Consumer Defensive,United States
MOBQ,"Mobiquity Technologies, Inc.",Media,6232711.0,Communication Services,United States
MOD,Modine Manufacturing Company,Auto Components,563265847.0,Consumer Cyclical,United States
MODN,"Model N, Inc.",Software,874204086.0,Technology,United States
MODV,ModivCare Inc.,Health Care Providers & Services,1354552113.0,Healthcare,United States
MOFG,"MidWestOne Financial Group, Inc.",Banks,473707874.0,Financial Services,United States
MOG.A,Full company name not available,Aerospace & Defense,2500219878.0,,
MOG.B,Full company name not available,Aerospace & Defense,2459828432.0,,
MOGO,Mogo Inc.,Consumer Finance,86274599.0,Technology,Canada
MOGU,MOGU Inc.,Internet & Direct Marketing Retail,18336513.0,Consumer Cyclical,China
MOH,"Molina Healthcare, Inc.",Health Care Providers & Services,17552474000.0,Healthcare,United States
MOHO,ECMOHO Limited,Internet & Direct Marketing Retail,8550903.0,Consumer Cyclical,China
MOLN,Molecular Partners AG,Biotechnology,234468702.0,Healthcare,Switzerland
MOMO,Hello Group Inc.,Interactive Media & Services,1067155323.0,Communication Services,China
MON,Monument Circle Acquisition Corp.,Blank Check / SPAC,305940634.0,Financial Services,United States
MOR,MorphoSys AG,Biotechnology,729417342.0,Healthcare,Germany
MORF,"Morphic Holding, Inc.",Biotechnology,862209582.0,Healthcare,United States
MORN,"Morningstar, Inc.",Capital Markets,10871946049.0,Financial Services,United States
MOS,The Mosaic Company,Chemicals,21343107044.0,Basic Materials,United States
MOTS,"Motus GI Holdings, Inc.",Health Care Equipment & Supplies,15262604.0,Healthcare,United States
MOV,"Movado Group, Inc.","Textiles, Apparel & Luxury Goods",838369000.0,Consumer Cyclical,United States
MOVE,Movano Inc.,Internet Software & Services,68517719.0,Healthcare,United States
MOXC,Moxian (BVI) Inc,Internet & Direct Marketing Retail,40176812.0,Communication Services,China
MP,MP Materials Corp.,Metals & Mining,6994564588.0,Basic Materials,United States
MPAA,"Motorcar Parts of America, Inc.",Auto Components,266661128.0,Consumer Cyclical,United States
MPAC,Model Performance Acquisition Corp.,Blank Check / SPAC,76505625.0,Financial Services,Hong Kong
MPB,"Mid Penn Bancorp, Inc.",Banks,431436614.0,Financial Services,United States
MPC,Marathon Petroleum Corporation,"Oil, Gas & Consumable Fuels",53818183594.0,Energy,United States
MPLN,MultiPlan Corporation,Health Information Services,3278136828.0,Healthcare,United States
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",32393601024.0,Energy,United States
MPRA,Mercato Partners Acquisition Corporation,Blank Check / SPAC,286350009.0,Financial Services,United States
MPW,"Medical Properties Trust, Inc.",Equity Real Estate Investment Trusts ...,11149857777.0,Real Estate,United States
MPWR,"Monolithic Power Systems, Inc.",Semiconductors & Semiconductor Equipment,19667953388.0,Technology,United States
MPX,Marine Products Corporation,Leisure Products,361910521.0,Consumer Cyclical,United States
MQ,"Marqeta, Inc.",Software-Infrastructure,6010629114.0,Technology,United States
MRAI,"Marpai, Inc.",Healthcare Plans,25374623.0,Healthcare,United States
MRAM,"Everspin Technologies, Inc.",Semiconductors & Semiconductor Equipment,112788047.0,Technology,United States
MRBK,Meridian Corporation,Banks,191381314.0,Financial Services,United States
MRC,MRC Global Inc.,Trading Companies & Distributors,934180342.0,Energy,United States
MRCC,Monroe Capital Corporation,Capital Markets,216229654.0,Financial Services,United States
MRCY,"Mercury Systems, Inc.",Aerospace & Defense,3259112418.0,Industrials,United States
MREO,Mereo BioPharma Group plc,Biotechnology,56034379.0,Healthcare,United Kingdom
MRIN,Marin Software Incorporated,Software,31444936.0,Technology,United States
MRK,"Merck & Co., Inc.",Pharmaceuticals,233000000000.0,Healthcare,United States
MRKR,"Marker Therapeutics, Inc.",Biotechnology,25079760.0,Healthcare,United States
MRM,MEDIROM Healthcare Technologies Inc.,Personal Services,34177500.0,Consumer Cyclical,Japan
MRNA,"Moderna, Inc.",Biotechnology,54015807456.0,Healthcare,United States
MRNS,"Marinus Pharmaceuticals, Inc.",Pharmaceuticals,185724990.0,Healthcare,United States
MRO,Marathon Oil Corporation,"Oil, Gas & Consumable Fuels",21053806565.0,Energy,United States
MRSN,"Mersana Therapeutics, Inc.",Biotechnology,305522591.0,Healthcare,United States
MRTN,"Marten Transport, Ltd.",Road & Rail,1432424697.0,Industrials,United States
MRTX,"Mirati Therapeutics, Inc.",Biotechnology,3246102515.0,Healthcare,United States
MRUS,Merus N.V.,Biotechnology,608830398.0,Healthcare,Netherlands
MRVI,"Maravai LifeSciences Holdings, Inc.",Biotechnology,8804641776.0,Healthcare,United States
MRVL,"Marvell Technology, Inc.",Semiconductors & Semiconductor Equipment,48480993272.0,Technology,United States
MS,Morgan Stanley,Capital Markets,149000000000.0,Financial Services,United States
MSA,MSA Safety Incorporated,Commercial Services & Supplies,4954749838.0,Industrials,United States
MSAC,Medicus Sciences Acquisition Corp.,Blank Check / SPAC,113478540.0,Financial Services,United States
MSB,Mesabi Trust,Metals & Mining,351353600.0,Basic Materials,United States
MSBI,"Midland States Bancorp, Inc.",Banks,577181940.0,Financial Services,United States
MSC,Studio City International Holdings Limited,"Hotels, Restaurants & Leisure",417915966.0,Consumer Cyclical,Hong Kong
MSCI,MSCI Inc.,Capital Markets,35171123060.0,Financial Services,United States
MSDA,MSD Acquisition Corp.,Blank Check / SPAC,702218750.0,Financial Services,United States
MSEX,Middlesex Water Company,Water Utilities,1478835824.0,Utilities,United States
MSFT,Microsoft Corporation,Software,1990000000000.0,Technology,United States
MSGE,Madison Square Garden Entertainment Corp.,Entertainment,2303219160.0,Communication Services,United States
MSGM,Motorsport Games Inc.,Electronic Gaming & Multimedia,7910031.0,Communication Services,United States
MSGS,Madison Square Garden Sports Corp.,Entertainment,3958351332.0,Communication Services,United States
MSI,"Motorola Solutions, Inc.",Communications Equipment,36450668399.0,Technology,United States
MSM,"MSC Industrial Direct Co., Inc.",Trading Companies & Distributors,4686785488.0,Industrials,United States
MSN,Emerson Radio Corp.,Household Durables,14266949.0,Technology,United States
MSP,Datto Holding Corp.,Software,5777428984.0,Technology,United States
MSPR,"MSP Recovery, Inc.",Shell Companies,63933887.0,Healthcare,United States
MSSA,Metal Sky Star Acquisition Corporation,Blank Check / SPAC,137608500.0,Financial Services,United States
MSTR,MicroStrategy Incorporated,Software,2441389750.0,Technology,United States
MSVB,"Mid-Southern Bancorp, Inc.",Thrifts & Mortgage Finance,42827154.0,Financial Services,United States
MT,ArcelorMittal S.A.,Metals & Mining,27949469667.0,Basic Materials,Luxembourg
MTA,Metalla Royalty & Streaming Ltd.,Metals & Mining,242853084.0,Basic Materials,Canada
MTAC,MedTech Acquisition Corporation,Blank Check / SPAC,306562470.0,Financial Services,United States
MTAL,Metals Acquisition Corp,Blank Check / SPAC,326463484.0,Financial Services,United States
MTB,M&T Bank Corporation,Banks,31891369972.0,Financial Services,United States
MTBC,"CareCloud, Inc.",Health Care Technology,52882011.0,Healthcare,United States
MTC,"MMTec, Inc.",Software,11293200.0,Technology,China
MTCH,"Match Group, Inc.",Interactive Media & Services,22241980347.0,Communication Services,United States
MTCR,"Metacrine, Inc.",Biotechnology,20142951.0,Healthcare,United States
MTD,Mettler-Toledo International Inc.,Life Sciences Tools & Services,28542475882.0,Healthcare,United States
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6866606540.0,Energy,United States
MTEK,Maris-Tech Ltd.,"Electronic Equipment, Instruments & C...",8444367.0,Technology,Israel
MTEM,"Molecular Templates, Inc.",Biotechnology,54727899.0,Healthcare,United States
MTEX,"Mannatech, Incorporated",Personal Products,47631635.0,Consumer Defensive,United States
MTG,MGIC Investment Corporation,Thrifts & Mortgage Finance,4232245492.0,Financial Services,United States
MTH,Meritage Homes Corporation,Household Durables,3104397000.0,Consumer Cyclical,United States
MTL,Mechel PAO,Metals & Mining,1206171006.0,Basic Materials,Russia
MTLS,Materialise NV,Software,865870910.0,Technology,Belgium
MTMT,Mega Matrix Corp.,Rental & Leasing Services,23188257.0,Industrials,United States
MTN,"Vail Resorts, Inc.","Hotels, Restaurants & Leisure",10295171843.0,Consumer Cyclical,United States
MTNB,"Matinas BioPharma Holdings, Inc.",Biotechnology,162648735.0,Healthcare,United States
MTOR,"Meritor, Inc.",Machinery,2568515572.0,Consumer Cyclical,United States
MTP,Midatech Pharma plc,Biotechnology,12213194.0,Healthcare,United Kingdom
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",44726160.0,Energy,United States
MTRN,Materion Corporation,Metals & Mining,1655885402.0,Basic Materials,United States
MTRX,Matrix Service Company,Energy Equipment & Services,156456525.0,Industrials,United States
MTRY,Monterey Bio Acquisition Corporation,Blank Check / SPAC,143606230.0,Financial Services,United States
MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors & Semiconductor Equipment,3680433361.0,Technology,United States
MTTR,"Matterport, Inc.",Software-Application,1463341182.0,Technology,United States
MTVC,Motive Capital Corp II,Blank Check / SPAC,422450810.0,Financial Services,United States
MTW,"The Manitowoc Company, Inc.",Machinery,445375099.0,Industrials,United States
MTX,Minerals Technologies Inc.,Chemicals,2181346787.0,Basic Materials,United States
MTZ,"MasTec, Inc.",Construction & Engineering,6306513883.0,Industrials,United States
MU,"Micron Technology, Inc.",Semiconductors & Semiconductor Equipment,78836899811.0,Technology,United States
MUDS,Mudrick Capital Acquisition Corporation II,Blank Check / SPAC,397289565.0,Financial Services,United States
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Banks,74679025663.0,Financial Services,Japan
MULN,"Mullen Automotive, Inc.",Auto Manufacturers,325794143.0,Consumer Cyclical,United States
MUR,Murphy Oil Corporation,"Oil, Gas & Consumable Fuels",6356268519.0,Energy,United States
MURF,Murphy Canyon Acquisition Corp.,Blank Check / SPAC,150148200.0,Financial Services,United States
MUSA,Murphy USA Inc.,Specialty Retail,6031522752.0,Consumer Cyclical,United States
MUX,McEwen Mining Inc.,Metals & Mining,278684575.0,Basic Materials,Canada
MVBF,MVB Financial Corp.,Banks,462683039.0,Financial Services,United States
MVIS,"MicroVision, Inc.","Electronic Equipment, Instruments & C...",569974527.0,Technology,United States
MVST,"Microvast Holdings, Inc.",Electrical Equipment & Parts,1382603261.0,Industrials,United States
MWA,"Mueller Water Products, Inc.",Machinery,1862316286.0,Industrials,United States
MX,Magnachip Semiconductor Corporation,Semiconductors & Semiconductor Equipment,874991855.0,Technology,Luxembourg
MXC,Mexco Energy Corporation,"Oil, Gas & Consumable Fuels",38190042.0,Energy,United States
MXCT,"MaxCyte, Inc.",Diagnostics & Research,477492732.0,Healthcare,United States
MXL,"MaxLinear, Inc.",Semiconductors & Semiconductor Equipment,3030424289.0,Technology,United States
MYE,"Myers Industries, Inc.",Containers & Packaging,866802038.0,Consumer Cyclical,United States
MYFW,"First Western Financial, Inc.",Banks,293463949.0,Financial Services,United States
MYGN,"Myriad Genetics, Inc.",Biotechnology,1699258616.0,Healthcare,United States
MYMD,"MyMD Pharmaceuticals, Inc.",Biotechnology,105040631.0,Healthcare,United States
MYNA,Mynaric AG,Communication Equipment,186649020.0,Technology,Germany
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,166269543.0,Healthcare,Germany
MYO,"Myomo, Inc.",Health Care Equipment & Supplies,14381352.0,Healthcare,United States
MYOV,Myovant Sciences Ltd.,Biotechnology,956180922.0,Healthcare,United Kingdom
MYPS,"PLAYSTUDIOS, Inc.",Electronic Gaming & Multimedia,727202494.0,Communication Services,United States
MYRG,MYR Group Inc.,Construction & Engineering,1553020985.0,Industrials,United States
MYSZ,"My Size, Inc.",Software,5989090.0,Technology,Israel
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,963206463.0,Consumer Cyclical,Germany
NAAC,North Atlantic Acquisition Corporation,Blank Check / SPAC,421719383.0,Financial Services,United States
NABL,"N-able, Inc.",Information Technology Services,1836993277.0,Technology,United States
NAII,"Natural Alternatives International, Inc.",Personal Products,62550066.0,Consumer Defensive,United States
NAK,Northern Dynasty Minerals Ltd.,Metals & Mining,160341439.0,Basic Materials,Canada
NAOV,"NanoVibronix, Inc.",Health Care Equipment & Supplies,19598460.0,Healthcare,United States
NAPA,"The Duckhorn Portfolio, Inc.",Beverages-Wineries & Distilleries,2265629948.0,Consumer Defensive,United States
NARI,"Inari Medical, Inc.",Health Care Equipment & Supplies,3404806629.0,Healthcare,United States
NAT,Nordic American Tankers Limited,"Oil, Gas & Consumable Fuels",445697310.0,Industrials,Bermuda
NATH,"Nathan's Famous, Inc.","Hotels, Restaurants & Leisure",207033196.0,Consumer Cyclical,United States
NATI,National Instruments Corporation,"Electronic Equipment, Instruments & C...",4549114354.0,Technology,United States
NATR,"Nature's Sunshine Products, Inc.",Personal Products,239345291.0,Consumer Defensive,United States
NAUT,"Nautilus Biotechnology, Inc.",Biotechnology,410724606.0,Healthcare,United States
NAVB,"Navidea Biopharmaceuticals, Inc.",Biotechnology,25805830.0,Healthcare,United States
NAVI,Navient Corporation,Consumer Finance,2324830705.0,Financial Services,United States
NBEV,"NewAge, Inc.",Beverages,53733555.0,Consumer Defensive,United States
NBHC,National Bank Holdings Corporation,Banks,1212184687.0,Financial Services,United States
NBIX,"Neurocrine Biosciences, Inc.",Biotechnology,8586610638.0,Healthcare,United States
NBN,Northeast Bank,Banks,288222494.0,Financial Services,United States
NBR,Nabors Industries Ltd.,Energy Equipment & Services,1539790112.0,Energy,Bermuda
NBRV,Nabriva Therapeutics plc,Pharmaceuticals,12445024.0,Healthcare,Ireland
NBSE,"NeuBase Therapeutics, Inc.",Biotechnology,30968352.0,Healthcare,United States
NBST,Newbury Street Acquisition Corporation,Blank Check / SPAC,162285922.0,Financial Services,United States
NBTB,NBT Bancorp Inc.,Banks,1588420086.0,Financial Services,United States
NBTX,Nanobiotix S.A.,Biotechnology,174623054.0,Healthcare,France
NBY,"NovaBay Pharmaceuticals, Inc.",Pharmaceuticals,10050113.0,Healthcare,United States
NC,"NACCO Industries, Inc.","Oil, Gas & Consumable Fuels",417418202.0,Energy,United States
NCAC,Newcourt Acquisition Corp,Blank Check / SPAC,326423259.0,Financial Services,United States
NCLH,Norwegian Cruise Line Holdings Ltd.,"Hotels, Restaurants & Leisure",6449964543.0,Consumer Cyclical,United States
NCMI,"National CineMedia, Inc.",Media,100557912.0,Communication Services,United States
