Symbol,Name,Industry,Market Cap,Sector,Country
BCOV,Brightcove Inc.,IT Services,284216377.0,Technology,United States
BCOW,"1895 Bancorp of Wisconsin, Inc.",Thrifts & Mortgage Finance,63143468.0,Financial Services,United States
BCPC,Balchem Corporation,Chemicals,4063852454.0,Basic Materials,United States
BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology,1679535227.0,Healthcare,United States
BCS,Barclays PLC,Banks,36122111999.0,Financial Services,United Kingdom
BCSA,Blockchain Coinvestors Acquisition Corp. I,Blank Check / SPAC,409087800.0,Financial Services,Cayman Islands
BCSF,"Bain Capital Specialty Finance, Inc.",Capital Markets,938090175.0,Financial Services,United States
BCTX,BriaCell Therapeutics Corp.,Biotechnology,76549293.0,Healthcare,Canada
BCYC,Bicycle Therapeutics plc,Biotechnology,444727485.0,Healthcare,United Kingdom
BDC,Belden Inc.,"Electronic Equipment, Instruments & C...",2465955575.0,Technology,United States
BDL,"Flanigan's Enterprises, Inc.","Hotels, Restaurants & Leisure",64513706.0,Consumer Cyclical,United States
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1880082556.0,Real Estate,United States
BDR,"Blonder Tongue Laboratories, Inc.",Communications Equipment,4664065.0,Technology,United States
BDSX,"Biodesix, Inc.",Diagnostics & Research,57696660.0,Healthcare,United States
BDTX,"Black Diamond Therapeutics, Inc.",Biotechnology,55887982.0,Healthcare,United States
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,71978909470.0,Healthcare,United States
BE,Bloom Energy Corporation,Electrical Equipment,2952757496.0,Industrials,United States
BEAM,Beam Therapeutics Inc.,Biotechnology,2287887073.0,Healthcare,United States
BEAT,"HeartBeam, Inc.",Health Information Services,12106952.0,Healthcare,United States
BECN,"Beacon Roofing Supply, Inc.",Trading Companies & Distributors,4140204756.0,Industrials,United States
BEDU,Bright Scholar Education Holdings Limited,Diversified Consumer Services,90585920.0,Consumer Defensive,China
BEEM,Beam Global,Electrical Equipment,144323162.0,Technology,United States
BEKE,KE Holdings Inc.,Real Estate Management & Development,15160202234.0,Real Estate,China
BELFA,Bel Fuse Inc.,Electronic Components,216202731.0,Technology,United States
BELFB,Bel Fuse Inc.,"Electronic Equipment, Instruments & C...",212752972.0,Technology,United States
BEN,"Franklin Resources, Inc.",Capital Markets,13602931686.0,Financial Services,United States
BENE,Benessere Capital Acquisition Corp.,Blank Check / SPAC,141211728.0,Financial Services,United States
BEP,Brookfield Renewable Partners L.P.,Independent Power and Renewable Elect...,23746166751.0,Utilities,Bermuda
BEPC,Brookfield Renewable Corporation,Independent Power and Renewable Elect...,6482586602.0,Utilities,United States
BERY,"Berry Global Group, Inc.",Containers & Packaging,7578248174.0,Consumer Cyclical,United States
BEST,BEST Inc.,Air Freight & Logistics,88050615.0,Industrials,China
BF.A,Full company name not available,Beverages,30736101318.0,,
BF.B,,Beverages,30685466613.0,,
BFAC,Battery Future Acquisition Corp.,Blank Check / SPAC,426506269.0,Financial Services,United States
BFAM,Bright Horizons Family Solutions Inc.,Diversified Consumer Services,5227481600.0,Consumer Cyclical,United States
BFC,Bank First Corporation,Banks,534713638.0,Financial Services,United States
BFH,"Bread Financial Holdings, Inc.",Credit Services,2597296078.0,Financial Services,United States
BFI,"BurgerFi International, Inc.",Restaurants,70042455.0,Consumer Cyclical,United States
BFIN,BankFinancial Corporation,Banks,128885720.0,Financial Services,United States
BFLY,"Butterfly Network, Inc.",Medical Devices,602839679.0,Healthcare,United States
BFRI,Biofrontera Inc.,Drug Manufacturers-Specialty & Generic,49090776.0,Healthcare,United States
BFS,"Saul Centers, Inc.",Equity Real Estate Investment Trusts ...,1573197048.0,Real Estate,United States
BFST,"Business First Bancshares, Inc.",Banks,494616032.0,Financial Services,United States
BG,Bunge Limited,Food Products,17438558185.0,Consumer Defensive,United States
BGCP,"BGC Partners, Inc.",Capital Markets,1207718911.0,Financial Services,United States
BGFV,Big 5 Sporting Goods Corporation,Specialty Retail,294267224.0,Consumer Cyclical,United States
BGI,Birks Group Inc.,Specialty Retail,92744228.0,Consumer Cyclical,Canada
BGNE,"BeiGene, Ltd.",Biotechnology,14333984729.0,Healthcare,United States
BGRY,"Berkshire Grey, Inc.",Specialty Industrial Machinery,507366655.0,Industrials,United States
BGS,"B&G Foods, Inc.",Food Products,1562311800.0,Consumer Defensive,United States
BGSF,"BGSF, Inc.",Professional Services,131900580.0,Industrials,United States
BGSX,Build Acquisition Corp.,Blank Check / SPAC,244250009.0,Financial Services,United States
BGXX,Bright Green Corporation,Drug Manufacturers-Specialty & Generic,1249436666.0,Healthcare,United States
BH,Biglari Holdings Inc.,"Hotels, Restaurants & Leisure",399994146.0,Consumer Cyclical,United States
BH.A,Full company name not available,Restaurants,399610580.0,,
BHAC,Crixus BH3 Acquisition Company,Blank Check / SPAC,282612509.0,Financial Services,United States
BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Entertainment,9094280.0,Communication Services,China
BHB,Bar Harbor Bankshares,Banks,399335160.0,Financial Services,United States
BHC,Bausch Health Companies Inc.,Pharmaceuticals,3565642239.0,Healthcare,Canada
BHE,"Benchmark Electronics, Inc.","Electronic Equipment, Instruments & C...",861109805.0,Technology,United States
BHF,"Brighthouse Financial, Inc.",Insurance,3628609745.0,Financial Services,United States
BHG,"Bright Health Group, Inc.",Healthcare Plans,1094888062.0,Healthcare,United States
BHIL,"Benson Hill, Inc.",Agricultural Inputs,687399869.0,Basic Materials,United States
BHLB,"Berkshire Hills Bancorp, Inc.",Banks,1226149242.0,Financial Services,United States
BHP,BHP Group Limited,Metals & Mining,218000000000.0,Basic Materials,Australia
BHR,Braemar Hotels & Resorts Inc.,Equity Real Estate Investment Trusts ...,454699295.0,Real Estate,United States
BHSE,Bull Horn Holdings Corp.,Blank Check / SPAC,94218750.0,Financial Services,United States
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biotechnology,10171964373.0,Healthcare,United States
BIDU,"Baidu, Inc.",Interactive Media & Services,47060590553.0,Communication Services,China
BIG,"Big Lots, Inc.",Multiline Retail,875287344.0,Consumer Defensive,United States
BIGC,"BigCommerce Holdings, Inc.",IT Services,1343729261.0,Technology,United States
BIIB,Biogen Inc.,Biotechnology,29908426623.0,Healthcare,United States
BILI,Bilibili Inc.,Entertainment,8018240497.0,Communication Services,China
BILL,"Bill.com Holdings, Inc.",Software,12115941367.0,Technology,United States
BIMI,BIMI International Medical Inc.,Machinery,4456570.0,Healthcare,China
BIO,"Bio-Rad Laboratories, Inc.",Life Sciences Tools & Services,15491252998.0,Healthcare,United States
BIOC,"Biocept, Inc.",Biotechnology,23692060.0,Healthcare,United States
BIOL,"BIOLASE, Inc.",Health Care Equipment & Supplies,29388382.0,Healthcare,United States
BIOR,"Biora Therapeutics, Inc.",Health Care Providers & Services,147359216.0,Healthcare,United States
BIOS,BioPlus Acquisition Corp.,Blank Check / SPAC,289875900.0,Financial Services,United States
BIOT,Biotech Acquisition Company,Blank Check / SPAC,254724991.0,Financial Services,United States
BIOX,Bioceres Crop Solutions Corp.,Food Products,651461684.0,Basic Materials,Argentina
BIP,Brookfield Infrastructure Partners L.P.,Multi-Utilities,18485405648.0,Utilities,Bermuda
BIPC,Brookfield Infrastructure Corporation,Gas Utilities,5389540809.0,Utilities,United States
BIRD,"Allbirds, Inc.",Apparel Retail,730374014.0,Consumer Cyclical,United States
BITE,Bite Acquisition Corp.,Blank Check / SPAC,250502809.0,Financial Services,United States
BITF,Bitfarms Ltd.,Capital Markets,350271135.0,Financial Services,Canada
BIVI,BioVie Inc.,Biotechnology,64708816.0,Healthcare,United States
BJ,"BJ's Wholesale Club Holdings, Inc.",Food & Staples Retailing,7805719540.0,Consumer Defensive,United States
BJDX,"Bluejay Diagnostics, Inc.",Medical Devices,21058004.0,Healthcare,United States
BJRI,"BJ's Restaurants, Inc.","Hotels, Restaurants & Leisure",605663734.0,Consumer Cyclical,United States
BK,The Bank of New York Mellon Corporation,Capital Markets,36884058095.0,Financial Services,United States
BKCC,BlackRock Capital Investment Corporation,Capital Markets,298515804.0,Financial Services,United States
BKD,Brookdale Senior Living Inc.,Health Care Providers & Services,1054403323.0,Healthcare,United States
BKE,"The Buckle, Inc.",Specialty Retail,1613055844.0,Consumer Cyclical,United States
BKEP,"Blueknight Energy Partners, L.P.","Oil, Gas & Consumable Fuels",189192735.0,Energy,United States
BKH,Black Hills Corporation,Multi-Utilities,4977244610.0,Utilities,United States
BKI,"Black Knight, Inc.",IT Services,10732019703.0,Technology,United States
BKKT,"Bakkt Holdings, Inc.",Software-Infrastructure,187415823.0,Technology,United States
BKNG,Booking Holdings Inc.,Internet & Direct Marketing Retail,90245069404.0,Consumer Cyclical,United States
BKR,Baker Hughes Company,Energy Equipment & Services,40212688887.0,Energy,United States
BKSC,Bank of South Carolina Corporation,Banks,94913208.0,Financial Services,United States
BKSY,BlackSky Technology Inc.,Scientific & Technical Instruments,294203007.0,Technology,United States
BKTI,BK Technologies Corporation,Communications Equipment,42330143.0,Technology,United States
BKU,"BankUnited, Inc.",Banks,3403165433.0,Financial Services,United States
BKYI,"BIO-key International, Inc.",Software,15318612.0,Industrials,United States
BL,"BlackLine, Inc.",Software,4329790454.0,Technology,United States
BLBD,Blue Bird Corporation,Machinery,390288955.0,Consumer Cyclical,United States
BLBX,Blackboxstocks Inc.,Software-Application,19778550.0,Technology,United States
BLCM,"Bellicum Pharmaceuticals, Inc.",Biotechnology,11623041.0,Healthcare,United States
BLCO,Bausch + Lomb Corporation,Medical Instruments & Supplies,6318126072.0,Healthcare,Canada
BLCT,BlueCity Holdings Limited,Internet Content & Information,48707097.0,Communication Services,China
BLD,TopBuild Corp.,Household Durables,6487074189.0,Industrials,United States
BLDE,"Blade Air Mobility, Inc.",Airports & Air Services,497537593.0,Industrials,United States
BLDP,Ballard Power Systems Inc.,Electrical Equipment,2191446526.0,Industrials,Canada
BLDR,"Builders FirstSource, Inc.",Building Products,11449069551.0,Industrials,United States
BLEU,bleuacacia ltd,Blank Check / SPAC,335340000.0,Financial Services,United States
BLFS,"BioLife Solutions, Inc.",Health Care Equipment & Supplies,556839347.0,Healthcare,United States
BLFY,Blue Foundry Bancorp,Banks-Regional,340558614.0,Financial Services,United States
BLI,"Berkeley Lights, Inc.",Life Sciences Tools & Services,312002364.0,Healthcare,United States
BLIN,"Bridgeline Digital, Inc.",Software,13180704.0,Technology,United States
BLK,"BlackRock, Inc.",Capital Markets,98846621234.0,Financial Services,United States
BLKB,"Blackbaud, Inc.",Software,3336467923.0,Technology,United States
BLMN,"Bloomin' Brands, Inc.","Hotels, Restaurants & Leisure",1859212658.0,Consumer Cyclical,United States
BLND,"Blend Labs, Inc.",Software-Application,753649916.0,Technology,United States
BLNG,Belong Acquisition Corp.,Blank Check / SPAC,191070615.0,Financial Services,United States
BLNK,Blink Charging Co.,Specialty Retail,650524092.0,Industrials,United States
BLPH,"Bellerophon Therapeutics, Inc.",Health Care Equipment & Supplies,8972723.0,Healthcare,United States
BLRX,BioLineRx Ltd.,Biotechnology,69131799.0,Healthcare,Israel
BLSA,BCLS Acquisition Corp.,Blank Check / SPAC,187164724.0,Financial Services,United States
BLTE,"Belite Bio, Inc",Biotechnology,354200880.0,Healthcare,United States
BLTS,Bright Lights Acquisition Corp.,Blank Check / SPAC,283187480.0,Financial Services,United States
BLU,BELLUS Health Inc.,Biotechnology,814487224.0,Healthcare,Canada
BLUA,BlueRiver Acquisition Corp.,Blank Check / SPAC,352187519.0,Financial Services,United States
BLUE,"bluebird bio, Inc.",Biotechnology,225793679.0,Healthcare,United States
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Diversified Financial Services,522814773.0,Financial Services,Panama
BLZE,"Backblaze, Inc.",Software-Infrastructure,186032000.0,Technology,United States
BMA,Banco Macro S.A.,Banks,1075492598.0,Financial Services,Argentina
BMAC,Black Mountain Acquisition Corp.,Blank Check / SPAC,342929980.0,Financial Services,United States
BMAQ,Blockchain Moon Acquisition Corp.,Blank Check / SPAC,146421450.0,Financial Services,United States
BMBL,Bumble Inc.,Software-Application,5296174057.0,Technology,United States
BMEA,"Biomea Fusion, Inc.",Biotechnology,151677229.0,Healthcare,United States
BMI,"Badger Meter, Inc.","Electronic Equipment, Instruments & C...",2235835840.0,Industrials,United States
BMO,Bank of Montreal,Banks,71028834203.0,Financial Services,Canada
BMRA,"Biomerica, Inc.",Health Care Equipment & Supplies,38170143.0,Healthcare,United States
BMRC,Bank of Marin Bancorp,Banks,526307880.0,Financial Services,United States
BMRN,BioMarin Pharmaceutical Inc.,Biotechnology,14588706804.0,Healthcare,United States
BMTX,"BM Technologies, Inc.",Software-Application,79163423.0,Technology,United States
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,165000000000.0,Healthcare,United States
BNED,"Barnes & Noble Education, Inc.",Specialty Retail,122308095.0,Consumer Cyclical,United States
BNFT,"Benefitfocus, Inc.",Software,295666176.0,Technology,United States
BNGO,"Bionano Genomics, Inc.",Life Sciences Tools & Services,443236383.0,Healthcare,United States
BNIX,Bannix Acquisition Corp.,Blank Check / SPAC,93674560.0,Financial Services,United States
BNL,"Broadstone Net Lease, Inc.",Equity Real Estate Investment Trusts ...,3489602801.0,Real Estate,United States
BNNR,Banner Acquisition Corp.,Blank Check / SPAC,193502490.0,Financial Services,United States
BNOX,Bionomics Limited,Biotechnology,61760067.0,Healthcare,Australia
BNR,Burning Rock Biotech Limited,Diagnostics & Research,250347454.0,Healthcare,China
BNS,The Bank of Nova Scotia,Banks,79555248123.0,Financial Services,Canada
BNSO,Bonso Electronics International Inc.,"Electronic Equipment, Instruments & C...",13454413.0,Technology,Hong Kong
BNTC,Benitec Biopharma Inc.,Biotechnology,8171690.0,Healthcare,United States
BNTX,BioNTech SE,Biotechnology,38433456115.0,Healthcare,Germany
BOAC,Bluescape Opportunities Acquisition Corp.,Blank Check / SPAC,751021944.0,Financial Services,United States
BOAS,BOA Acquisition Corp.,Blank Check / SPAC,284337500.0,Financial Services,United States
BOC,Boston Omaha Corporation,Advertising Agencies,658441020.0,Communication Services,United States
BOCN,Blue Ocean Acquisition Corp.,Blank Check / SPAC,234341753.0,Financial Services,United States
BODY,"The Beachbody Company, Inc.",Internet Content & Information,624621567.0,Communication Services,United States
BOH,Bank of Hawaii Corporation,Banks,3163460793.0,Financial Services,United States
BOKF,BOK Financial Corporation,Banks,5824253908.0,Financial Services,United States
BOLT,"Bolt Biotherapeutics, Inc.",Biotechnology,65575475.0,Healthcare,United States
BON,Bon Natural Life Limited,Packaged Foods,39413793.0,Consumer Defensive,Cayman Islands
BOOM,DMC Global Inc.,Energy Equipment & Services,526814344.0,Energy,United States
BOOT,"Boot Barn Holdings, Inc.",Specialty Retail,2326051527.0,Consumer Cyclical,United States
BORR,Borr Drilling Limited,Oil & Gas Drilling,805338174.0,Energy,Bermuda
BOSC,B.O.S. Better Online Solutions Ltd.,Communications Equipment,10770867.0,Technology,Israel
BOTJ,"Bank of the James Financial Group, Inc.",Banks,61533753.0,Financial Services,United States
BOWL,Bowlero Corp.,Entertainment,1886673655.0,Communication Services,United States
BOX,"Box, Inc.",Software,3942725622.0,Technology,United States
BOXD,"Boxed, Inc.",Internet Retail,532255326.0,Consumer Cyclical,United States
BOXL,Boxlight Corporation,"Technology Hardware, Storage & Periph...",55257207.0,Technology,United States
BP,BP p.l.c.,"Oil, Gas & Consumable Fuels",106000000000.0,Energy,United Kingdom
BPAC,Bullpen Parlay Acquisition Company,Blank Check / SPAC,285200000.0,Financial Services,United States
BPMC,Blueprint Medicines Corporation,Biotechnology,3297822935.0,Healthcare,United States
BPOP,"Popular, Inc.",Banks,6177909720.0,Financial Services,United States
BPRN,The Bank of Princeton,Banks,186799310.0,Financial Services,United States
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas & Consumable Fuels",416872000.0,Energy,United States
BPTH,"Bio-Path Holdings, Inc.",Biotechnology,23413723.0,Healthcare,United States
BPTS,Biophytis S.A.,Biotechnology,18737705.0,Healthcare,France
BQ,Boqii Holding Limited,Specialty Retail,26121731.0,Consumer Cyclical,China
BR,"Broadridge Financial Solutions, Inc.",IT Services,16932268024.0,Technology,United States
BRAC,Broad Capital Acquisition Corp.,Blank Check / SPAC,110805146.0,Financial Services,United States
BRAG,Bragg Gaming Group Inc.,Electronic Gaming & Multimedia,102975236.0,Communication Services,Canada
BRBR,"BellRing Brands, Inc.",Personal Products,3529048301.0,Consumer Defensive,United States
BRBS,"Blue Ridge Bankshares, Inc.",Banks,277760480.0,Financial Services,United States
BRC,Brady Corporation,Commercial Services & Supplies,2494050269.0,Industrials,United States
BRCC,BRC Inc.,Packaged Foods,480005244.0,Consumer Defensive,United States
BRCN,Burcon NutraScience Corporation,Packaged Foods,71052199.0,Consumer Defensive,Canada
BRD,Beard Energy Transition Acquisition Corp.,Blank Check / SPAC,284362234.0,Financial Services,United States
BRDG,Bridge Investment Group Holdings Inc.,Asset Management,2937048049.0,Financial Services,United States
BRDS,"Bird Global, Inc.",Rental & Leasing Services,220226720.0,Industrials,United States
BREZ,Breeze Holdings Acquisition Corp.,Blank Check / SPAC,80967782.0,Financial Services,United States
BRFH,"Barfresh Food Group, Inc.",Food Products,66537485.0,Consumer Defensive,United States
BRFS,BRF S.A.,Food Products,3319546621.0,Consumer Defensive,Brazil
BRG,"Bluerock Residential Growth REIT, Inc.",Equity Real Estate Investment Trusts ...,949255040.0,Real Estate,United States
BRID,Bridgford Foods Corporation,Food Products,110601173.0,Consumer Defensive,United States
BRIV,B. Riley Principal 250 Merger Corp.,Blank Check / SPAC,214976230.0,Financial Services,United States
BRK.A,Full company name not available,Diversified Financial Services,690000000000.0,,
BRK.B,Full company name not available,Diversified Financial Services,689000000000.0,,
BRKH,Burtech Acquisition Corp.,Blank Check / SPAC,391950711.0,Financial Services,United States
BRKL,"Brookline Bancorp, Inc.",Banks,1101767292.0,Financial Services,United States
BRKR,Bruker Corporation,Life Sciences Tools & Services,9020972018.0,Healthcare,United States
BRLI,Brilliant Acquisition Corporation,Blank Check / SPAC,56962973.0,Financial Services,China
BRLT,"Brilliant Earth Group, Inc.",Luxury Goods,48199220.0,Consumer Cyclical,United States
BRMK,Broadmark Realty Capital Inc.,Mortgage Real Estate Investment Trust...,989367420.0,Real Estate,United States
BRN,"Barnwell Industries, Inc.","Oil, Gas & Consumable Fuels",27978296.0,Energy,United States
BRO,"Brown & Brown, Inc.",Insurance,16400060370.0,Financial Services,United States
BROG,Brooge Energy Limited,"Oil, Gas & Consumable Fuels",821910015.0,Energy,United Arab Emirates
BROS,Dutch Bros Inc.,Restaurants,5847506915.0,Consumer Cyclical,United States
BRP,"BRP Group, Inc.",Insurance,1433625340.0,Financial Services,United States
BRPM,B. Riley Principal 150 Merger Corp.,Blank Check / SPAC,217733430.0,Financial Services,United States
BRQS,"Borqs Technologies, Inc.","Technology Hardware, Storage & Periph...",35747975.0,Technology,Hong Kong
BRSP,"BrightSpire Capital, Inc.",REIT-Diversified,1145674107.0,Real Estate,United States
BRT,BRT Apartments Corp.,Equity Real Estate Investment Trusts ...,410393210.0,Real Estate,United States
BRTX,"BioRestorative Therapies, Inc.",Biotechnology,12185923.0,Healthcare,United States
BRX,Brixmor Property Group Inc.,Equity Real Estate Investment Trusts ...,7143886329.0,Real Estate,United States
BRY,Berry Corporation,"Oil, Gas & Consumable Fuels",902093690.0,Energy,United States
BRZE,"Braze, Inc.",Software-Application,3024395744.0,Technology,United States
BSAC,Banco Santander-Chile,Banks,9418904558.0,Financial Services,Chile
BSAQ,Black Spade Acquisition Co,Blank Check / SPAC,204701240.0,Financial Services,Hong Kong
BSBK,Bogota Financial Corp.,Thrifts & Mortgage Finance,162411870.0,Financial Services,United States
BSBR,Banco Santander (Brasil) S.A.,Banks,52439371774.0,Financial Services,Brazil
BSET,"Bassett Furniture Industries, Incorporated",Household Durables,153013291.0,Consumer Cyclical,United States
BSFC,Blue Star Foods Corp.,Packaged Foods,33783751.0,Consumer Defensive,United States
BSGA,Blue Safari Group Acquisition Corp.,Blank Check / SPAC,76053375.0,Financial Services,Hong Kong
BSGM,"BioSig Technologies, Inc.",Health Care Equipment & Supplies,46345572.0,Healthcare,United States
BSIG,BrightSphere Investment Group Inc.,Capital Markets,825610234.0,Financial Services,United States
BSKY,"Big Sky Growth Partners, Inc.",Blank Check / SPAC,366375019.0,Financial Services,United States
BSM,"Black Stone Minerals, L.P.","Oil, Gas & Consumable Fuels",3316864240.0,Energy,United States
BSMX,"Banco Santander México, S.A., Institución de Banca Múltiple, Grupo Financiero Santander México",Banks,7482841083.0,Financial Services,Mexico
BSQR,BSQUARE Corporation,Software,26988589.0,Technology,United States
BSRR,Sierra Bancorp,Banks,325857578.0,Financial Services,United States
BSVN,Bank7 Corp.,Banks,227193515.0,Financial Services,United States
BSX,Boston Scientific Corporation,Health Care Equipment & Supplies,57382940642.0,Healthcare,United States
BSY,"Bentley Systems, Incorporated",Software-Application,9491496943.0,Technology,United States
BTAI,"BioXcel Therapeutics, Inc.",Biotechnology,322948054.0,Healthcare,United States
BTB,Bit Brother Limited,Restaurants,32780802.0,Consumer Cyclical,China
BTBD,"BT Brands, Inc.",Restaurants,15635907.0,Consumer Cyclical,United States
BTBT,"Bit Digital, Inc.",Software,125412758.0,Financial Services,United States
BTCM,BIT Mining Limited,Information Technology Services,125695319.0,Technology,Hong Kong
BTCS,BTCS Inc.,Capital Markets,32513838.0,Financial Services,United States
BTCY,"Biotricity, Inc.",Medical Devices,49081079.0,Healthcare,United States
BTG,B2Gold Corp.,Metals & Mining,4321330686.0,Basic Materials,Canada
BTI,British American Tobacco p.l.c.,Tobacco,102000000000.0,Consumer Defensive,United Kingdom
BTN,"Ballantyne Strong, Inc",Entertainment,57371854.0,Consumer Cyclical,United States
BTOG,Bit Origin Limited,Packaged Foods,36269965.0,Consumer Defensive,China
BTRS,BTRS Holdings Inc.,Software-Application,823601469.0,Technology,United States
BTTR,Better Choice Company Inc.,Packaged Foods,72530806.0,Consumer Defensive,United States
BTTX,"Better Therapeutics, Inc.",Biotechnology,53594470.0,Healthcare,United States
BTU,Peabody Energy Corporation,"Oil, Gas & Consumable Fuels",3707164154.0,Energy,United States
BTWN,Bridgetown Holdings Limited,Blank Check / SPAC,734817086.0,Financial Services,Hong Kong
BTX,"Brooklyn ImmunoTherapeutics, Inc.",Biotechnology,36194695.0,Healthcare,United States
BUD,Anheuser-Busch InBev SA/NV,Beverages,98116493289.0,Consumer Defensive,Belgium
BUR,Burford Capital Limited,Diversified Financial Services,1846591609.0,Financial Services,Guernsey
BURL,"Burlington Stores, Inc.",Specialty Retail,11228287921.0,Consumer Cyclical,United States
BUSE,First Busey Corporation,Banks,1273579776.0,Financial Services,United States
BV,"BrightView Holdings, Inc.",Commercial Services & Supplies,1165289974.0,Industrials,United States
BVH,Bluegreen Vacations Holding Corporation,"Hotels, Restaurants & Leisure",549656128.0,Consumer Cyclical,United States
BVN,Compañía de Minas Buenaventura S.A.A.,Metals & Mining,2247785215.0,Basic Materials,Peru
BVS,Bioventus Inc.,Medical Devices,547946621.0,Healthcare,United States
BVXV,BiondVax Pharmaceuticals Ltd.,Pharmaceuticals,24214060.0,Healthcare,Israel
BW,"Babcock & Wilcox Enterprises, Inc.",Electrical Equipment,579326651.0,Industrials,United States
BWA,BorgWarner Inc.,Auto Components,9436859368.0,Consumer Cyclical,United States
BWAC,Better World Acquisition Corp.,Blank Check / SPAC,108238441.0,Financial Services,United States
BWAQ,Blue World Acquisition Corporation,Blank Check / SPAC,118568185.0,Financial Services,United States
BWAY,BrainsWay Ltd.,Health Care Equipment & Supplies,113605061.0,Healthcare,Israel
BWB,"Bridgewater Bancshares, Inc.",Thrifts & Mortgage Finance,445648122.0,Financial Services,United States
BWC,Blue Whale Acquisition Corp I,Blank Check / SPAC,295783068.0,Financial Services,Cayman Islands
BWEN,"Broadwind, Inc.",Electrical Equipment,34175271.0,Industrials,United States
BWFG,"Bankwell Financial Group, Inc.",Banks,268612017.0,Financial Services,United States
BWMN,Bowman Consulting Group Ltd.,Consulting Services,200400024.0,Industrials,United States
BWMX,"Betterware de México, S.A.P.I. de C.V.",Internet & Direct Marketing Retail,514967700.0,Consumer Cyclical,Mexico
BWV,"Blue Water Vaccines, Inc.",Biotechnology,50629645.0,Healthcare,United States
BWXT,"BWX Technologies, Inc.",Aerospace & Defense,4616179181.0,Industrials,United States
BX,Blackstone Inc.,Capital Markets,141000000000.0,Financial Services,United States
BXC,BlueLinx Holdings Inc.,Trading Companies & Distributors,798423470.0,Industrials,United States
BXMT,"Blackstone Mortgage Trust, Inc.",Mortgage Real Estate Investment Trust...,5258431463.0,Real Estate,United States
BXP,"Boston Properties, Inc.",Equity Real Estate Investment Trusts ...,17185038248.0,Real Estate,United States
BXRX,"Baudax Bio, Inc.",Biotechnology,4815142.0,Healthcare,United States
BY,"Byline Bancorp, Inc.",Banks,932481594.0,Financial Services,United States
BYD,Boyd Gaming Corporation,"Hotels, Restaurants & Leisure",6522439680.0,Consumer Cyclical,United States
BYFC,Broadway Financial Corporation,Thrifts & Mortgage Finance,112828943.0,Financial Services,United States
BYN,Banyan Acquisition Corporation,Blank Check / SPAC,267842700.0,Financial Services,United States
BYND,"Beyond Meat, Inc.",Food Products,1662904555.0,Consumer Defensive,United States
BYNO,byNordic Acquisition Corporation,Blank Check / SPAC,209333999.0,Financial Services,Sweden
BYRN,Byrna Technologies Inc.,Aerospace & Defense,183322400.0,Industrials,United States
BYSI,BeyondSpring Inc.,Biotechnology,43989655.0,Healthcare,United States
BYTS,BYTE Acquisition Corp.,Blank Check / SPAC,407032605.0,Financial Services,United States
BZ,Kanzhun Limited,Staffing & Employment Services,7707225081.0,Industrials,China
BZFD,"BuzzFeed, Inc.",Entertainment,571645373.0,Communication Services,United States
BZH,"Beazer Homes USA, Inc.",Household Durables,486963648.0,Consumer Cyclical,United States
BZUN,Baozun Inc.,Internet & Direct Marketing Retail,695818559.0,Consumer Cyclical,China
C,Citigroup Inc.,Banks,105000000000.0,Financial Services,United States
CAAP,Corporación América Airports S.A.,Transportation Infrastructure,1003821499.0,Industrials,Luxembourg
CAAS,"China Automotive Systems, Inc.",Auto Components,90087253.0,Consumer Cyclical,China
CABA,"Cabaletta Bio, Inc.",Biotechnology,36511143.0,Healthcare,United States
CABO,"Cable One, Inc.",Media,7671130767.0,Communication Services,United States
CAC,Camden National Corporation,Banks,637704315.0,Financial Services,United States
CACC,Credit Acceptance Corporation,Consumer Finance,7639363440.0,Financial Services,United States
CACI,CACI International Inc,IT Services,6521841433.0,Technology,United States
CADE,Cadence Bank,Banks,4819104241.0,Financial Services,United States
CADL,"Candel Therapeutics, Inc.",Biotechnology,108460296.0,Healthcare,United States
CAE,CAE Inc.,Aerospace & Defense,7531539958.0,Industrials,Canada
CAG,"Conagra Brands, Inc.",Food Products,15826277368.0,Consumer Defensive,United States
CAH,"Cardinal Health, Inc.",Health Care Providers & Services,15806215120.0,Healthcare,United States
CAJ,Canon Inc.,"Technology Hardware, Storage & Periph...",26740338669.0,Technology,Japan
CAKE,The Cheesecake Factory Incorporated,"Hotels, Restaurants & Leisure",1749341296.0,Consumer Cyclical,United States
CAL,"Caleres, Inc.",Specialty Retail,1046453172.0,Consumer Cyclical,United States
CALA,"Calithera Biosciences, Inc.",Biotechnology,19165469.0,Healthcare,United States
CALB,California BanCorp,Banks,171390885.0,Financial Services,United States
CALM,"Cal-Maine Foods, Inc.",Food Products,2294810620.0,Consumer Defensive,United States
CALT,Calliditas Therapeutics AB (publ),Biotechnology,468447099.0,Healthcare,Sweden
CALX,"Calix, Inc.",Communications Equipment,2368022506.0,Technology,United States
CAMP,CalAmp Corp.,Communications Equipment,254211727.0,Technology,United States
